country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_school,abs_reason_market,abs_reason_other,abs_reason_in_playground,abs_reason_travelled,nc_reason_others,nc_reason_no_felt_need,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_child_sick,nc_reason_too_many_rnd,nc_reason_vaccines_safety,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
SSUD,WARRAP,TWIC,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,WARRAP,TWIC,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,31,29,60,22,22,44,16,Fail,poor,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,81.25,0,0.27
SSUD,WARRAP,TWIC,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,32,28,60,30,27,57,3,Pass,high,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.33,33.33,0,0,0,33.33,0,0.05
SSUD,WESTERN BAHR EL GHAZAL,JUR RIVER,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
SSUD,WESTERN BAHR EL GHAZAL,JUR RIVER,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-22,35,25,60,29,16,45,15,Fail,poor,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,13.33,0.25
SSUD,WESTERN BAHR EL GHAZAL,JUR RIVER,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,28,32,60,26,30,56,4,Fail,moderate,0,0,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0.07
SSUD,WESTERN BAHR EL GHAZAL,JUR RIVER,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,24,36,60,24,35,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
SSUD,WESTERN BAHR EL GHAZAL,JUR RIVER,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,28,32,60,26,31,57,3,Pass,high,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,66.67,0,0.05
SSUD,WESTERN BAHR EL GHAZAL,RAGA,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,29,31,60,29,27,56,4,Fail,moderate,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,50,0,0,0,25,0,0.07
SSUD,WESTERN BAHR EL GHAZAL,RAGA,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,20,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,29,31,60,15,9,24,36,Fail,very poor,0,11,2,0,0,5,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,30.56,5.56,0,0,13.89,50,0.6
SSUD,WESTERN BAHR EL GHAZAL,RAGA,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,33,27,60,32,24,56,4,Fail,moderate,0,0,3,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0.07
SSUD,WESTERN BAHR EL GHAZAL,RAGA,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,26,34,60,26,32,58,2,Pass,high,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
SSUD,WESTERN BAHR EL GHAZAL,WAU,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,31,29,60,26,24,50,10,Fail,poor,0,3,4,0,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,30,40,0,0,10,20,0.17
SSUD,WESTERN BAHR EL GHAZAL,WAU,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,30,30,60,29,30,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
SSUD,WESTERN BAHR EL GHAZAL,WAU,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-22,31,29,60,30,27,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
SSUD,WESTERN BAHR EL GHAZAL,WAU,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,28,32,60,26,29,55,5,Fail,moderate,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.08
SSUD,WESTERN BAHR EL GHAZAL,WAU,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,35,25,60,24,18,42,18,Fail,poor,0,14,4,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,77.78,22.22,0,0,0,0,0.3
SSUD,WESTERN BAHR EL GHAZAL,WAU,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,WESTERN BAHR EL GHAZAL,WAU,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,WESTERN BAHR EL GHAZAL,WAU,SSD-79DS-09-2020,nOPV2,Rnd1,36,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,29,31,60,29,29,58,2,Pass,high,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0.03
SSUD,WESTERN EQUATORIA,EZO,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,37,23,60,36,22,58,2,Pass,high,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
SSUD,WESTERN EQUATORIA,EZO,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,32,28,60,22,17,39,21,Fail,very poor,1,1,3,0,0,13,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4.76,4.76,14.29,0,0,61.9,14.29,0.35
SSUD,WESTERN EQUATORIA,EZO,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,WESTERN EQUATORIA,EZO,SSD-79DS-09-2020,nOPV2,Rnd1,9,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,28,32,60,23,26,49,11,Fail,poor,0,2,9,0,0,0,0,0,3,0,1,0,0,5,0,0,0,0,0,0,0,0,18.18,81.82,0,0,0,0,0.18
SSUD,WESTERN EQUATORIA,EZO,SSD-79DS-09-2020,nOPV2,Rnd2,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-21,37,23,60,30,17,47,13,Fail,poor,0,6,2,0,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,46.15,15.38,0,0,30.77,7.69,0.22
SSUD,WESTERN EQUATORIA,IBBA,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,27,33,60,24,31,55,5,Fail,moderate,1,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,20,0,40,0,0,0,40,0.08
SSUD,WESTERN EQUATORIA,MARIDI,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-22,28,32,60,21,24,45,15,Fail,poor,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.33,0,0,0,0,6.67,0.25
SSUD,WESTERN EQUATORIA,MARIDI,RSSmOPV10C2021,nOPV2,Rnd2,22,2021-01-02T00:00:00Z,2021-01-06,2021-05-31,20,40,60,20,38,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
SSUD,WESTERN EQUATORIA,MARIDI,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,32,28,60,31,28,59,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
SSUD,WESTERN EQUATORIA,MARIDI,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,29,31,60,26,28,54,6,Fail,moderate,0,1,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.67,33.33,0,0,16.67,33.33,0.1
SSUD,WESTERN EQUATORIA,MARIDI,SSD-79DS-09-2020,nOPV2,Rnd2,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-21,32,28,60,27,21,48,12,Fail,poor,0,3,9,0,0,0,0,0,3,0,2,2,1,1,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.2
SSUD,WESTERN EQUATORIA,MUNDRI EAST,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-17T00:00:00Z,2021-02-21,2021-02-23,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,WESTERN EQUATORIA,MUNDRI EAST,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,30,30,60,26,27,53,7,Fail,moderate,0,3,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,42.86,28.57,0,0,0,28.57,0.12
SSUD,WESTERN EQUATORIA,MUNDRI EAST,SSD-79DS-09-2020,nOPV2,Rnd2,22,2021-02-16T00:00:00Z,2021-02-20,2021-02-21,29,31,60,29,29,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
SSUD,WESTERN EQUATORIA,MUNDRI WEST,RSSmOPV10C2021,nOPV2,Rnd1,16,2021-04-14T00:00:00Z,2021-04-18,2021-04-21,32,28,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
SSUD,WESTERN EQUATORIA,MUNDRI WEST,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,30,30,60,28,30,58,2,Pass,high,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
SSUD,WESTERN EQUATORIA,MVOLO,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,36,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,31,29,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
SSUD,WESTERN EQUATORIA,MVOLO,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,23,37,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
SSUD,WESTERN EQUATORIA,NAGERO,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,34,26,60,31,23,54,6,Fail,moderate,0,1,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,33.33,33.33,0.1
SSUD,WESTERN EQUATORIA,NAGERO,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,WESTERN EQUATORIA,NZARA,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,34,26,60,32,26,58,2,Pass,high,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0.03
SSUD,WESTERN EQUATORIA,TAMBURA,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,34,26,60,27,20,47,13,Fail,poor,2,2,7,0,0,0,2,0,6,0,0,0,0,1,0,0,0,2,0,0,0,15.38,15.38,53.85,0,0,0,15.38,0.22
SSUD,WESTERN EQUATORIA,TAMBURA,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,33,27,60,29,23,52,8,Fail,moderate,0,0,2,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,75,0.13
SSUD,WESTERN EQUATORIA,TAMBURA,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,32,28,60,25,23,48,12,Fail,poor,2,1,2,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,16.67,8.33,16.67,0,0,50,8.33,0.2
SSUD,WESTERN EQUATORIA,TAMBURA,SSD-79DS-09-2020,nOPV2,Rnd2,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-21,28,32,60,26,29,55,5,Fail,moderate,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,20,20,0,0,20,0.08
SSUD,WESTERN EQUATORIA,YAMBIO,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,27,33,60,22,25,47,13,Fail,poor,1,3,8,0,1,0,0,0,5,0,1,1,0,1,0,0,0,1,0,0,0,7.69,23.08,61.54,0,7.69,0,0,0.22
SSUD,WESTERN EQUATORIA,YAMBIO,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,27,33,60,23,30,53,7,Fail,moderate,2,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,28.57,14.29,14.29,14.29,14.29,14.29,0,0.12
SSUD,WESTERN EQUATORIA,YAMBIO,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,26,34,60,22,30,52,8,Fail,moderate,1,1,1,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.5,12.5,12.5,12.5,0,12.5,37.5,0.13
SSUD,WESTERN EQUATORIA,YAMBIO,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,28,32,60,25,28,53,7,Fail,moderate,0,0,5,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,71.43,0,0,14.29,14.29,0.12
SSUD,WESTERN EQUATORIA,YAMBIO,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,WESTERN EQUATORIA,YAMBIO,SSD-79DS-09-2020,nOPV2,Rnd1,21,2020-11-10T00:00:00Z,2020-11-14,2020-11-15,26,34,60,15,25,40,20,Fail,very poor,2,11,6,0,0,0,1,0,3,0,1,0,1,1,1,0,0,0,0,0,1,10,55,30,0,0,0,5,0.33
SSUD,WESTERN EQUATORIA,YAMBIO,SSD-79DS-09-2020,nOPV2,Rnd2,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-21,28,32,60,26,26,52,8,Fail,moderate,1,0,1,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12.5,0,12.5,0,0,75,0,0.13
